lang,orig_text,orig_translation
bulgarian,They went to him to become healed and they would go to him just like people would go to a medical doctor today and it's possible that could have saved their lives.,"Искали са да бъдат излекувани и са ходили при него така, както ние ходим на лекар и е възможно той да е спасявал животите им."
bulgarian,"You've got some? Great. ...and he tells us all sorts of fascinating things about the Indians, but he never speaks about his or any of his friends' relationships with the women.","Бил е тук седем или осем години, разказал ни е изумителни неща за индианците, но никога не е споменал за своите или на приятелите си отношения с индианките."
bulgarian,I don't think he would have lived that long in a native society without having taken on a woman and I suspect it wasn't one that was just a short-term scenario either.,"Не мисля, че би оживял толкова време сред местните, ако не си е бил взел жена. И не мисля, че е било само за една нощ."
bulgarian,"Their guides now led them towards another great native trade route across the Americas - the Shell Trail, which came down from the pueblos of A rizona and New Mexico all the way to the Pacific,","Водачите им ги водят до друг голям търговски маршрут в Америка - Шел Трейл, който се спуска от пуеблотата в Аризона и Ню Мексико чак до Тихия океан."
slovak,"Here are the decoded contents of the secret document About four hundred years ago, the Ming dynasty in China has in possession a diamond, which because of its peculiar shape resembled the head of Buddha.","Asi pred 400 rokmi vlastnila dynastia Ming v Číne diamant, ktorý svojou zvláštnou formou pripomínal hlavu Budhu."
slovak,"if you're in love and don't know where to go there's only one city, which has something no other city has it lies in the middle of the world's heart once you've had too much to drink, you'll know at once","Keď si zaľúbený a nevieš, kam ísť, tam je mesto, ktoré má niečo, čo žiadne iné na svete. Leží svetu srdca uprostred. Kedysi si vypil veľa, vieš hneď."
slovak,"just like a miracle a golden light falls down on us from paradise that only happens once, that won't ever be repeated, perhaps it's only a dream life can give this to you only once, maybe it'll be all over by tomorrow","Dnes pochopím všetko, čo sa stáva iba raz, nezopakuje sa zas, pravda krás. Ako zázrak svetlo zlata padá na nás z raja, čo sa stáva iba raz, nezopakuje sa zas, vari je to sen. Život iba raz ti prinesie, dozajtra možno skončí vše."
slovak,"life can give this to you only once, because every spring has only one May dear sun, world full of pleasure, you're as beautiful today as you had never been before all the sweet birds are practicing blissfully the sweet melody","Život iba raz ti prinesie, lebo každú jar len jeden máj príde. Slnko drahé, svet radosti plný, dnes si nádherné ako ešte nikdy. Vtáčiky štebocú tú sladkú melódiu."
slovak,"come, pick and chose that only happens once, that won't ever be repeated, perhaps it's only a dream just like a miracle a golden light falls down on us from paradise that only happens once, that won't ever be repeated, perhaps it's only a dream","príď, vyber a vezmi, čo sa stáva iba raz, nezopakuje sa zas, vari je to sen. Ako zázrak svetlo zlata padá na nás z raja, čo sa stáva iba raz, nezopakuje sa zas, vari je to sen."
slovak,In view of Allen's record here since his escape... our state has authorized us to assure you... that if he'll return voluntarily... and pay the state the expense it's been put to... he'll be pardoned in 90 days.,s ohľadom na Allanov záznam od jeho úteku... náš štát mi dal pravo uistiť vás... že keď dobrovolne zaplatí štátu... všetky výdaje spojené s jeho zadržaním... bude do 90 dní oslobodený.
slovak,"Finally, as evidence of the chain gang's value... as a character-builder, I have but to present to you... the very case that has been presented to us here today... the case of James Allen... who entered the chain gang as a worthless tramp... and who left it to become one of a great city's... most worthy and respected citizens.","Záverom, ako dôkaz dobrého vplyvu na väzňov... je prukázaný tým, ako sa vypracoval a uplatnil,... v prípade, ktorý nám bol dnes prezentovaný... James Allen... ktorý vstúpil do väzenia ako bezvýznamný tulák... a po návrate sa z neho stáva v tomto veľkom meste... vysoko cenený a ohodnotený významný občan."
slovak,"Finally, not only has James Allen been a model prisoner... patient and uncomplaining for a whole year... but we have presented letters from countless organizations... and prominent individuals... beseeching you to recommend his pardon.","Nakoniec, bol James Allen vzorný väzeň... vytrvalý a trpezlivý celý rok... dostávali sme dopisi od nespočetných organizácií... a prominentných osôb... ktorí doporučovali a prosili o milosť."
slovak,"A pathological condition that is not as rare as one might suspect. Exposure to catastrophes such as explosions, earthquakes and railway accidents - in short, exposure to fright and horror often triggers insanity.","Patologické podmienky, ktoré nie sú také neobvyklé, ako by sme si mohli myslieť - vystavenie takým katastrofám ako explózie, zemetrasenia a zrážky vlakov - skrátka vystavenie strachu a stresu obyčajne spôsobuje šialenstvo."
slovak,It is our unshakeable belief in ourselves... that is our hope for the youth... to carry on the work which has been put before them in the stormy years... of the revolt of 1918 in Munich... and which is already part of the entire German nation's history.,"Je to naša neotrasiteľná viera v samých seba, ktorá vkladá nádej do našej mládeže, aby pokračovala v tom, čo bolo započaté v búrlivých rokoch odboja, ktorý vyústil až do udalostí v roku 1918 v Mníchove, a ktorý je dnes už súčasťou Nemeckej národnej histórie."
slovak,"Hitler presents new colors to the assembled Party formations... touching each new flag to the Blutfahne, the ""Blood Banner""... carried by SS-Standartenführer Jakob Grimminger... the same man who carried this flag during the abortive Munich putsch of 1923","Hitler slávnostne prijíma nové vlajky hnutia, dotýkajúc sa každej ""Krvavým transparentom"" (Blutfahne) Nasleduje ho SS-Standartenführer Jakob Grimminger... muž, ktorý niesol túto vlajku počas Mníchovského puču v roku 1923."
slovak,"Only then, if we in the Party with our most obedient dedication... become the highest embodiment of National Socialist thought and being... then the Party will materialize... into an eternal and indestructible pillar of the German people and Reich.","A potom sa naša Strana, so všetkými svojimi ideálmi, stane tým najvyšším stelesnením myšlienky Národného socializmu, potom sa strana zhmotní... do večného a nezničiteľného piliera nemeckého ľudu a Ríše."
slovak,"And speaking of words, I'd like to say a few about the injustice... of keeping an innocent man locked up for three months... in such filth and heat and ill-feeding that my chief regret is I didn't try... to pull down the filthy fellow that sits on the throne.","A hovoriac o slovách, rád by som povedal niekoľko o nespravodlivosti... o zadržovaní nevinného muža zatvoreného počas troch mesiacov... v takej špine a horúčave a o zlej strave, že moja hlava ľutuje, že som sa nepokúsil... zvrhnúť toho hnusného chlapíka, ktorý sedí na tróne."
slovak,The death to which you're dooming hundreds of poor men daily... in a frantic effort to send their souls to perdition before your own... is a light pleasantry... compared to the bleeding death in the lungs... to which the great Judge has condemned you.,"Smrť, na ktorú vy odsudzujete stovky úbohých ľudí denne v šialenom úsilí poslať ich duše do zatratenia pred vašou vlastnou je ľahký žart oproti krvácajúcej smrti v pľúcach na ktorú vás odsúdil Najvyšší Sudca."
slovak,"Therefore, I instruct you, gentlemen of the jury... that inasmuch as Peter Blood has admitted... aiding a traitor to your king... you do bring in a verdict of guilty... that he may be hanged... for the high treason he has committed.","Preto vám nariaďujem, páni porotcovia, že vzhľadom k tomu, že Peter Blood priznal pomoc zradcovi vášho kráľa, vyneste rozsudok o vine, aby mohol byť obesený za vlastizradu, ktorú vykonal."
slovak,Send out word immediately that the King is graciously pleased to command... that all rebels convicted but not yet hanged... be gathered together... and shipped by the first available boats to the Americas.,"Rozpošlite ihneď správu, že kráľ s potešením rozkázal, že všetci usvedčení rebeli, ktorí ešte neodvisli, majú byť zhromaždení a nalodení na prvé dostupné lode do Ameriky."
slovak,Simple-minded men might think this an opportunity for trickery... but brilliant men like yourselves will remember in what favor I stand... with the Governor in contrast to some others... and how little their words would weigh against mine.,"Prostoduchí ľudia by toto považovali za príležitosť k podvodu, ale vynikajúci ľudia ako ste vy budú pamätať v akej priazni som u guvernéra na rozdiel od iných a aké málo budú vážiť ich slová proti mojim."
slovak,"This is interesting. I've had men tell me they had reasons for admiring me... and some have even laid claims to reasons for loving me... but for a man to store up reasons for resenting me, how refreshing.","Mala som mužov, ktorí mi hovorili, že majú dôvod obdivovať ma ... a niektorí dokonca mali dôvody milovať ma... okrem muža zhromaždujúceho dôvody neznášať ma, aké osviežujúce."
slovak,"This is a film about a man, who was the first to unite our country in the 16th century, a Prince of Moscow who created a single and powerful state from a hodgepodge of divided and self-seeking principalities, a warlord who heralded the military glory of our Motherland throughout the Orient and the Occident, the first ruler who, in order to reach these great goals, had crowned himself Tsar of All the Russias.","Toto je film o clovekovi ktory v 16. storoci ako prvy zjednotil nasu krajinu o moskovskom kniezati, ktory zo samostatnych slobodnych kniezactiev vytvoril jednotny silny stat o vodcovi vojisk ktory vojensku slavu nasej domoviny siril od vychodu na zapad o vladcovi, ktory na vyriesenie tejto velkej ulohy"
slovak,"'These princes and boyars have amassed great wealth, 'but not a thought do they spare for the Tsar or the State, 'and they are even indifferent to religion, 'since they refuse to defend themselves against our enemies 'the Tartars, the Livonians, the Germans","'Ale tieto kniezata a bojary zhromazdili velke bohatstva 'a pre Cara nerobili nic, ani pre rusku krajinu, 'nestarali sa ani trocha o krestanov a malych ludi, 'este sa aj vzpieraju ochranovat pravovernych na Kryme,"
slovak,"As for those good Christians who don't side with the boyar princes or the well-known families, and are of humble origin and ready to serve the Tsar faithfully, the Tsar summons them to join his bodyguard and to swear allegiance to him","Uprimny a dobrotivy krestania, ktori nemaju nic spolocne s bojarmi, kniezatami ani im podobnymi, ale pochadzaju z obycajneho ludu a su pripravenym sluzit Carovi cistym srdcom, tychto vola Car k sebe ako svojich osobnych strazcov, aby mu prisahali vernost, vola ich k sebe."
slovak,"For as much as Gray and Liza here have consented together in holy wedlock, and have witnessed the same before God and this company and thereto have given and pledged their troth each to the other, I pronounce that they are man and wife.","Vzhľadom k tomu, že sú tu prítomní Gray a Liza ... spojení v svätom zväzku, v našej prítomnosti pred Bohom a týmto spoločenstvom ... a prisahali si vernosť jeden druhému, prehlasujem ich mužem a ženom."
slovak,"The importance of étefénik and his liberation activities performed together with President Masaryk and Doctor Benes in World War I, were summed up by editor-in-chief Sychrava. Vice-chairman of the Czechoslovak Veterans' Community.","Význam Štefánikovej osobnosti a jeho osloboditeľskú prácu, ktorú vykonal s prezidentom Masarykom a doktorom Benešom v prvej svetovej vojne, zhodnotil šéfredaktor Sychrava, podpredseda Československej Iegionárskej obce."
slovak,"The Czechoslovak Republic guarantees peace. gives protection, guards our rights and freedoms. Progress, development, civilisation, prosperity, and thus will create the conditions for the happiness of the people.","Československá republika zaručuje pokoj, dáva ochranu, stráži naše práva. slobody, pokrok, rozvoj, civilizáciu, blahobyt, a tak tvori podmienky ľudského šťastia."
slovak,While some of our brother officers are leading their well-publicized campaigns against the great Indian nations the Sioux and the Cheyenne we are asked to ward off the gnat stings and flea bites of a few cowardly Digger Indians.,"zatiaľ čo niektorí z našich kolegov, dôstojníkov, vedú za veľkej publicity boj proti udatným indiánskym národom, Siouxov a Čejenov, po nás sa žiada, aby sme odrazili pichnutie komára alebo blšie kusnutie, pár zbabelých, otrhaných indiánov."
slovak,I call it to your attention that in taking my daughter riding without bespeaking my permission you have been guilty of behavior more consistent with that of an uncivilized Indian than an officer and a gentleman.,"Upozorňujem vás, keď ste si vyšli s mojou dcérou bez môjho povolenia, previnil ste sa jednaním, ktoré pripomína skôr necivilizovaného indiána, ako dôstojníka a gentlemana."
slovak,Why sit here eatin' your heart out waitin' for a man you think stole your ring... when you've got a chance to win gold and wear it or hoard it... or spend it or lend it or lose it... or use it to get hitched?,"Prečo by ste čakal na človeka čo vám vraj zobral prsteň... keď máte možnosť získať zlato, užívať ho alebo minúť, alebo investovať, alebo stratiť alebo použiť na ženenie?"
slovak,Pedro's miners led their animals to the dangerous ledge... where the rough ore was separated from that which had been crushed... and the pure gold nuggets were hurriedly poured into sacks... for storage in the hidden mine.,Pedrovi baníci vedli zvieratá... ku zlatej rude ... a čistými zlatými nugetmi plnili vrecia... pre skladovanie v skrytej bani.
slovak,"He stopped the Butterfield stage from running, he stopped the U.S. Mails from going through... and for the first time in Indian history... he has all the Apaches from all the tribes fighting under one command.","Vyradil z prevádzky Butterfieldovu prepriahaciu stanicu, zamedzil vojenskej pošte v prejazde... a po prvý raz v dejinách severoamerických domorodcov... bojujú všetci Apači zo všetkých kmeňov pod jednotným velením."
slovak,"Of course, this wasn't much of a town then in those first hard years that followed the war between the states, but it suited the parson right from the minute he stepped off the train and started to look around.","Vtedy to nebolo nejaké mesto v tých prvých rokoch občianskej vojny, ale pastorovi sa páčilo. Od prvej minúta čo vystúpil z vlaku,/i sa začal rozhliadať okolo."
albanian,"In the great Gold Rush, Alaska was the hope and dream of men, the ruthless siren of the Far North, beckoning thousands to her icy bosom.","Ëndrra e mijëra njerëzve të cilët i ka kapluar Sirena jo zemërmirë e Veriut të Madh në mbretërinë e saj, e akullt dhe e pa kërkuar."
albanian,"Many lost their lives. Some fell by the wayside, others lost courage and turned back. But the brave went on.","Duke e kaluar rrethin Chilkoot, në drejtim të fushave me ar në mes të një shkretëtire të paimagjinueshme, një numër i madh i njerëzve të rraskapitur aty e kanë lënë jetën."
albanian,"After scouring the country for food, the Little Fellow had to admit he had seen nothing, not even a field mouse.",Duke kaluar tërë rrethin ju ka dashur të kupton se nuk ka gjetur asgjë... edhe një minjë polar nuk e ka gjetur.
albanian,"Out of the night came the Little Fellow, towards the dancehall, that beacon light of pleasure, that retreat of lost dreams.","Një natë i Vogli mbërrinë në Saloon drita e argëtimit, vend i ëndrrave të harruara."
albanian,Hank Curtis' cabin was a stone's throw from the dancehall. Hank was a mining engineer who lived alone and occasionally went on long expeditions into the Far North.,Kasolla e Hankut ka qenë afër saloonit.
albanian,"Hank was kind and human, and our hero cold and hungry, and the beans smelled good and the coffee was steaming hot.",Si inxhenjer i minierës ka jetuar i vetëm ndonjëherë ka ardhur në Veriun e Madh. Ka qenë i mirë dhe human...
albanian,"Since that night in the dancehall the Little Fellow hadn't seen Georgia, but an incident was to bring them together again.",Prej asaj kohe i Vogli nuk e ka parë më Georginë por një takim i paplanifikuar prap i bashkon ata.
albanian,"There she stood, her loveliness lighting the room, filling his soul with the music of romance for which he was so ill-fitted. As she introduced her friends, his heart began to sing.",Bukuria e saj e ka përfshirë të gjithë vendin dhe e ka mbushur shpirtin e tij me muzikë.
albanian,"And in that cabin his secret was revealed, his love for Georgia. And the girls giggled and laughed, perhaps in order to hide their pity.",Fshehtësia e tij ka qenë e hapur e ka dashur Georginë.
albanian,For in the world of the dancehall it wasn't wise for the girls to reveal their hearts.,Vajzat kanë qeshur që ta ruajnë urrejtjen e tyre.
albanian,And so they thought they'd have a little fun with him.,Në atë botë të vallëzimit... çdo ndjenjë është e ndaluar. Ato i kanë qeshur atij...
albanian,"There in the gloaming they sat, their faces alight with mischief, but all the while his heart was singing. And so she fooled and flirted and stroked his hair. He knew she was fooling, but he was happy.",Tjetri në gjysëm errësirë... me fytyrë shumë me urretje por zemra e tij ka kënduar derisa ajo ja ka përkdhelur flokët.
albanian,"The light of her loveliness would be gone. And he would be left with an emptiness, to return to his bleak, lonely existence. ""Pardon me"", said the Little Fellow,",Por ajo do të shkon... ai do të jetë prap i vetmuar në atë ekzistencë të tij aq të zymtë.
albanian,"In the midst of all their revelry the vague memory of a promise crept into Georgia's mind. ""Let's go up and visit the Little Fellow"", she said.","Derisa janë argëtuar, Georgias i kujtohet premtimi i saj, thotë: ""Hajde të shkojmë tek njeriu i Vogël!"""
albanian,"Then fate - it's always fate - played its little joke, and again the elements laughed, roared and thundered, but through it all our heroes soundly slumbered.","Por fati me ta prap ka qeshur. Edhe këtë herë natyra ja ka filluar të gërmojë, të vetëtojë por nuk i ka zgjuar heronjët tanë."
albanian,"The Little Fellow awoke, blissfully ignorant of what happened the night before, but feeling definitely conscious of ""the morning after"".","Është zgjuar duke mos ditur se çfarë ka ndodhur natën, por me kujtimin... që mbrëmë ka festuar diçka."
albanian,"Now they were homeward bound and they were leaving the hardship and toil of Alaska to live in the land of milk and honey. To live, laugh and indulge themselves in the lap of luxury.",Duke u kthyer e kanë lënë të pa menduarën Alaskë për jetesë në tokën e mjaltit dhe qumshtit në krahë të njerëvzve.
albanian,Then you attach the poster like this... to flatten the poster and to smooth out the lumps.,pastaj i jep një dorë tjetër të lehtë me ngjitës... që ta sheshosh afishen dhe që të mos ngelen flluska.
albanian,Because if you leave any lumps... the inspector will see them and he'll fine you.,Sepse po le flluska... do i shohë inspektori dhe do të gjobisë. More vesh?
albanian,"All right, but if we're having a meeting, it'd better be more than poking' holes in the air with your finger.","Në rregull, por nëse ka mbledhje, kjo mos të jet vetëm lëvizje e gishtit kah ajri."
albanian,"Now you run on home to your mother, and tell her tell her everything's all right and there aren't any more guns in the valley.",Tash vrap në shtëpi ke nëna dhe thuaji se çdo gjë është në rregull dhe në luginë më nuk ka pistoleta .
albanian,"The grave's dug, and the defunct is as ready as the embalmer can make him... but there'll be no funeral.","- Varri është hapur... edhe kufoma është e gatshme, por varrim nuk do të ketë."
albanian,"Yes, when I think of... of what he might do. No, when I remember the feeling in my chest this morning... as I saw him run away. From us.","Po, kur kujtohem ç'na ka bërë deri dje... dhe si ndjehesha sot... kur e shihja se si ikte."
albanian,"Have a look around and see if there's something that strikes your eyes, and I'll have my mechanic give yours the once-over.",Hidh nje sy dhe shiko mos te pelqen ndonje dhe do ve mekanikun ti hedhi nje sy tendes.
albanian,"- You want some coffee? - No, thank you. I'm in a hurry... and just wanna make a change.","- Jo, faleminderit, po shpejtoj... dhe vetem te bej ndrimin."
albanian,"One thing people never oughta be when they're buyin' used cars... and that's in a hurry, but like I said, it's too nice a day to argue.",Njerezit nuk duhet te shpejtojne kur blejne makina te perdorura... sidomos sot qe eshte dhe dite e bukur.
albanian,"Well, the, uh, mattress is soft and... there's hangers in the closet and stationery... with ""Bates Motel"" printed on it... in case you wanna make your friends back home feel envious.","Po stroma eshte e bute... dhe ne dullape ka varese rrobash... me shenjen ""Moteli Beits""... per tja u treguar shokeve dhe ti beni te kene zili."
albanian,"They tell you what its ingredients are... and how it's guaranteed to exterminate every insect in the world, but they do not tell you whether it's painless.","Te thone permbajtjen qe kane... dhe sigurine qe zhdukin c'do insekt, Po nuk thone ne vdesin pa dhimbje."
albanian,"Last two days I've been to so many motels my eyes are bleary with neon, but this is the first place that looks like it's hiding from the world.","Kam shkuar ne kaq shume motele saqe me dhembin syte nga neonet, Po ky eshte i pari qe duket si i fshehur."
albanian,"I think he got himself a hot lead as to where your sister was goin', probably from Norman Bates, and called you to keep you still while he took off after her and the money.","Ai ka gjetur ku eshte motra juaj, dhe po e ndjek per leket e ka mesuar nga Normani, dhe te telefoni qe rinit ketu dhe ai te ndiqte leket."
albanian,"Mrs. Bates poisoned this guy she was... involved with... when she found out he was married, then took a helpin' of the same stuff herself.","Znj. Bejts helmoi ate burrin... qe kishte... kur mesoi se ai ishte i martuar,"
albanian,"To understand it the way I understood it, hearing it from the ""mother""... that is from the ""mother"" half of Norman's mind... you have to go back ten years... to the time when Norman murdered his mother and her lover.","Qe ta kuptoni si une, duke i degjuar nga ""mamaja""... domethene nga ana e mendjes qe ishte ""mamaja""... Duhet te ktheheni dhejt vjet mbrapa... Te koha kur Normani vrau mamane dhe te dashurin e saj."
